Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
5510,304,103,5,5,4,8.64,0,0.68
5511,305,108,5,3,3,8.48,0,0.61
5512,321,109,4,4,4,8.68,1,0.69
5513,301,107,3,3.5,3.5,8.34,1,0.62
5514,320,110,2,4,3.5,8.56,0,0.72
5515,311,105,3,3.5,3,8.45,1,0.59
5516,310,106,4,4.5,4.5,9.04,1,0.66
5517,299,102,3,4,3.5,8.62,0,0.56
5518,290,104,4,2,2.5,7.46,0,0.45
5519,296,99,2,3,3.5,7.28,0,0.47
5520,327,104,5,3,3.5,8.84,1,0.71
5521,335,117,5,5,5,9.56,1,0.94
5522,334,119,5,4.5,4.5,9.48,1,0.94
5523,310,106,4,1.5,2.5,8.36,0,0.57
5524,308,108,3,3.5,3.5,8.22,0,0.61
5525,301,106,4,2.5,3,8.47,0,0.57
5526,300,100,3,2,3,8.66,1,0.64
5527,323,113,3,4,3,9.32,1,0.85
5528,319,112,3,2.5,2,8.71,1,0.78
5529,326,112,3,3.5,3,9.1,1,0.84
5530,333,118,5,5,5,9.35,1,0.92
5531,339,114,5,4,4.5,9.76,1,0.96
5532,303,105,5,5,4.5,8.65,0,0.77
5533,309,105,5,3.5,3.5,8.56,0,0.71
5534,323,112,5,4,4.5,8.78,0,0.79
5535,333,113,5,4,4,9.28,1,0.89
5536,314,109,4,3.5,4,8.77,1,0.82
5537,312,103,3,5,4,8.45,0,0.76
5538,316,100,2,1.5,3,8.16,1,0.71
5539,326,116,2,4.5,3,9.08,1,0.8
5540,318,109,1,3.5,3.5,9.12,0,0.78
5541,329,110,2,4,3,9.15,1,0.84
5542,332,118,2,4.5,3.5,9.36,1,0.9
5543,331,115,5,4,3.5,9.44,1,0.92
5544,340,120,4,4.5,4,9.92,1,0.97
5545,325,112,2,3,3.5,8.96,1,0.8
5546,320,113,2,2,2.5,8.64,1,0.81
5547,315,105,3,2,2.5,8.48,0,0.75
5548,326,114,3,3,3,9.11,1,0.83
5549,339,116,4,4,3.5,9.8,1,0.96
5550,311,106,2,3.5,3,8.26,1,0.79
5551,334,114,4,4,4,9.43,1,0.93
5552,332,116,5,5,5,9.28,1,0.94
5553,321,112,5,5,5,9.06,1,0.86
5554,324,105,3,3,4,8.75,0,0.79
5555,326,108,3,3,3.5,8.89,0,0.8
5556,312,109,3,3,3,8.69,0,0.77
5557,315,105,3,2,2.5,8.34,0,0.7
5558,309,104,2,2,2.5,8.26,0,0.65
5559,306,106,2,2,2.5,8.14,0,0.61
5560,297,100,1,1.5,2,7.9,0,0.52
5561,315,103,1,1.5,2,7.86,0,0.57
5562,298,99,1,1.5,3,7.46,0,0.53
5563,318,109,3,3,3,8.5,0,0.67
5564,317,105,3,3.5,3,8.56,0,0.68
5565,329,111,4,4.5,4,9.01,1,0.81
5566,322,110,5,4.5,4,8.97,0,0.78
5567,302,102,3,3.5,5,8.33,0,0.65
5568,313,102,3,2,3,8.27,0,0.64
5569,293,97,2,2,4,7.8,1,0.64
5570,311,99,2,2.5,3,7.98,0,0.65
5571,312,101,2,2.5,3.5,8.04,1,0.68
5572,334,117,5,4,4.5,9.07,1,0.89
5573,322,110,4,4,5,9.13,1,0.86
5574,323,113,4,4,4.5,9.23,1,0.89
5575,321,111,4,4,4,8.97,1,0.87
5576,320,111,4,4.5,3.5,8.87,1,0.85
5577,329,119,4,4.5,4.5,9.16,1,0.9
5578,319,110,3,3.5,3.5,9.04,0,0.82
5579,309,108,3,2.5,3,8.12,0,0.72
5580,307,102,3,3,3,8.27,0,0.73
5581,300,104,3,3.5,3,8.16,0,0.71
5582,305,107,2,2.5,2.5,8.42,0,0.71
5583,299,100,2,3,3.5,7.88,0,0.68
5584,314,110,3,4,4,8.8,0,0.75
5585,316,106,2,2.5,4,8.32,0,0.72
5586,327,113,4,4.5,4.5,9.11,1,0.89
5587,317,107,3,3.5,3,8.68,1,0.84
5588,335,118,5,4.5,3.5,9.44,1,0.93
5589,331,115,5,4.5,3.5,9.36,1,0.93
5590,324,112,5,5,5,9.08,1,0.88
5591,324,111,5,4.5,4,9.16,1,0.9
5592,323,110,5,4,5,8.98,1,0.87
5593,322,114,5,4.5,4,8.94,1,0.86
5594,336,118,5,4.5,5,9.53,1,0.94
5595,316,109,3,3.5,3,8.76,0,0.77
5596,307,107,2,3,3.5,8.52,1,0.78
5597,306,105,2,3,2.5,8.26,0,0.73
5598,310,106,2,3.5,2.5,8.33,0,0.73
5599,311,104,3,4.5,4.5,8.43,0,0.7
5600,313,107,3,4,4.5,8.69,0,0.72
5601,317,103,3,2.5,3,8.54,1,0.73
5602,315,110,2,3.5,3,8.46,1,0.72
5603,340,120,5,4.5,4.5,9.91,1,0.97
5604,334,120,5,4,5,9.87,1,0.97
5605,298,105,3,3.5,4,8.54,0,0.69
5606,295,99,2,2.5,3,7.65,0,0.57
5607,315,99,2,3.5,3,7.89,0,0.63
5608,310,102,3,3.5,4,8.02,1,0.66
5609,305,106,2,3,3,8.16,0,0.64
5610,301,104,3,3.5,4,8.12,1,0.68
5611,325,108,4,4.5,4,9.06,1,0.79
5612,328,110,4,5,4,9.14,1,0.82
5613,338,120,4,5,5,9.66,1,0.95
5614,333,119,5,5,4.5,9.78,1,0.96
5615,331,117,4,4.5,5,9.42,1,0.94
5616,330,116,5,5,4.5,9.36,1,0.93
5617,322,112,4,4.5,4.5,9.26,1,0.91
5618,321,109,4,4,4,9.13,1,0.85
5619,324,110,4,3,3.5,8.97,1,0.84
5620,312,104,3,3.5,3.5,8.42,0,0.74
5621,313,103,3,4,4,8.75,0,0.76
5622,316,110,3,3.5,4,8.56,0,0.75
5623,324,113,4,4.5,4,8.79,0,0.76
5624,308,109,2,3,4,8.45,0,0.71
5625,305,105,2,3,2,8.23,0,0.67
5626,296,99,2,2.5,2.5,8.03,0,0.61
5627,306,110,2,3.5,4,8.45,0,0.63
5628,312,110,2,3.5,3,8.53,0,0.64
5629,318,112,3,4,3.5,8.67,0,0.71
5630,324,111,4,3,3,9.01,1,0.82
5631,313,104,3,4,4.5,8.65,0,0.73
5632,319,106,3,3.5,2.5,8.33,1,0.74
5633,312,107,2,2.5,3.5,8.27,0,0.69
5634,304,100,2,2.5,3.5,8.07,0,0.64
5635,330,113,5,5,4,9.31,1,0.91
5636,326,111,5,4.5,4,9.23,1,0.88
5637,325,112,4,4,4.5,9.17,1,0.85
5638,329,114,5,4.5,5,9.19,1,0.86
5639,310,104,3,2,3.5,8.37,0,0.7
5640,299,100,1,1.5,2,7.89,0,0.59
5641,296,101,1,2.5,3,7.68,0,0.6
5642,317,103,2,2.5,2,8.15,0,0.65
5643,324,115,3,3.5,3,8.76,1,0.7
5644,325,114,3,3.5,3,9.04,1,0.76
5645,314,107,2,2.5,4,8.56,0,0.63
5646,328,110,4,4,2.5,9.02,1,0.81
5647,316,105,3,3,3.5,8.73,0,0.72
5648,311,104,2,2.5,3.5,8.48,0,0.71
5649,324,110,3,3.5,4,8.87,1,0.8
5650,321,111,3,3.5,4,8.83,1,0.77
5651,320,104,3,3,2.5,8.57,1,0.74
5652,316,99,2,2.5,3,9,0,0.7
5653,318,100,2,2.5,3.5,8.54,1,0.71
5654,335,115,4,4.5,4.5,9.68,1,0.93
5655,321,114,4,4,5,9.12,0,0.85
5656,307,110,4,4,4.5,8.37,0,0.79
5657,309,99,3,4,4,8.56,0,0.76
5658,324,100,3,4,5,8.64,1,0.78
5659,326,102,4,5,5,8.76,1,0.77
5660,331,119,4,5,4.5,9.34,1,0.9
5661,327,108,5,5,3.5,9.13,1,0.87
5662,312,104,3,3.5,4,8.09,0,0.71
5663,308,103,2,2.5,4,8.36,1,0.7
5664,324,111,3,2.5,1.5,8.79,1,0.7
5665,325,110,2,3,2.5,8.76,1,0.75
5666,313,102,3,2.5,2.5,8.68,0,0.71
5667,312,105,2,2,2.5,8.45,0,0.72
5668,314,107,3,3,3.5,8.17,1,0.73
5669,327,113,4,4.5,5,9.14,0,0.83
5670,308,108,4,4.5,5,8.34,0,0.77
5671,306,105,2,2.5,3,8.22,1,0.72
5672,299,96,2,1.5,2,7.86,0,0.54
5673,294,95,1,1.5,1.5,7.64,0,0.49
5674,312,99,1,1,1.5,8.01,1,0.52
5675,315,100,1,2,2.5,7.95,0,0.58
5676,322,110,3,3.5,3,8.96,1,0.78
5677,329,113,5,5,4.5,9.45,1,0.89
5678,320,101,2,2.5,3,8.62,0,0.7
5679,308,103,2,3,3.5,8.49,0,0.66
5680,304,102,2,3,4,8.73,0,0.67
5681,311,102,3,4.5,4,8.64,1,0.68
5682,317,110,3,4,4.5,9.11,1,0.8
5683,312,106,3,4,3.5,8.79,1,0.81
5684,321,111,3,2.5,3,8.9,1,0.8
5685,340,112,4,5,4.5,9.66,1,0.94
5686,331,116,5,4,4,9.26,1,0.93
5687,336,118,5,4.5,4,9.19,1,0.92
5688,324,114,5,5,4.5,9.08,1,0.89
5689,314,104,4,5,5,9.02,0,0.82
5690,313,109,3,4,3.5,9,0,0.79
5691,307,105,2,2.5,3,7.65,0,0.58
5692,300,102,2,1.5,2,7.87,0,0.56
5693,302,99,2,1,2,7.97,0,0.56
5694,312,98,1,3.5,3,8.18,1,0.64
5695,316,101,2,2.5,2,8.32,1,0.61
5696,317,100,2,3,2.5,8.57,0,0.68
5697,310,107,3,3.5,3.5,8.67,0,0.76
5698,320,120,3,4,4.5,9.11,0,0.86
5699,330,114,3,4.5,4.5,9.24,1,0.9
5700,305,112,3,3,3.5,8.65,0,0.71
5701,309,106,2,2.5,2.5,8,0,0.62
5702,319,108,2,2.5,3,8.76,0,0.66
5703,322,105,2,3,3,8.45,1,0.65
5704,323,107,3,3.5,3.5,8.55,1,0.73
5705,313,106,2,2.5,2,8.43,0,0.62
5706,321,109,3,3.5,3.5,8.8,1,0.74
5707,323,110,3,4,3.5,9.1,1,0.79
5708,325,112,4,4,4,9,1,0.8
5709,312,108,3,3.5,3,8.53,0,0.69
5710,308,110,4,3.5,3,8.6,0,0.7
5711,320,104,3,3,3.5,8.74,1,0.76
5712,328,108,4,4.5,4,9.18,1,0.84
5713,311,107,4,4.5,4.5,9,1,0.78
5714,301,100,3,3.5,3,8.04,0,0.67
5715,305,105,2,3,4,8.13,0,0.66
5716,308,104,2,2.5,3,8.07,0,0.65
5717,298,101,2,1.5,2,7.86,0,0.54
5718,300,99,1,1,2.5,8.01,0,0.58
5719,324,111,3,2.5,2,8.8,1,0.79
5720,327,113,4,3.5,3,8.69,1,0.8
5721,317,106,3,4,3.5,8.5,1,0.75
5722,323,104,3,4,4,8.44,1,0.73
5723,314,107,2,2.5,4,8.27,0,0.72
5724,305,102,2,2,2.5,8.18,0,0.62
5725,315,104,3,3,2.5,8.33,0,0.67
5726,326,116,3,3.5,4,9.14,1,0.81
5727,299,100,3,2,2,8.02,0,0.63
5728,295,101,2,2.5,2,7.86,0,0.69
5729,324,112,4,4,3.5,8.77,1,0.8
5730,297,96,2,2.5,1.5,7.89,0,0.43
5731,327,113,3,3.5,3,8.66,1,0.8
5732,311,105,2,3,2,8.12,1,0.73
5733,308,106,3,3.5,2.5,8.21,1,0.75
5734,319,108,3,3,3.5,8.54,1,0.71
5735,312,107,4,4.5,4,8.65,1,0.73
5736,325,111,4,4,4.5,9.11,1,0.83
5737,319,110,3,3,2.5,8.79,0,0.72
5738,332,118,5,5,5,9.47,1,0.94
5739,323,108,5,4,4,8.74,1,0.81
5740,324,107,5,3.5,4,8.66,1,0.81
5741,312,107,3,3,3,8.46,1,0.75
5742,326,110,3,3.5,3.5,8.76,1,0.79
5743,308,106,3,3,3,8.24,0,0.58
5744,305,103,2,2.5,3.5,8.13,0,0.59
5745,295,96,2,1.5,2,7.34,0,0.47
5746,316,98,1,1.5,2,7.43,0,0.49
5747,304,97,2,1.5,2,7.64,0,0.47
5748,299,94,1,1,1,7.34,0,0.42
5749,302,99,1,2,2,7.25,0,0.57
5750,313,101,3,2.5,3,8.04,0,0.62
5751,318,107,3,3,3.5,8.27,1,0.74
5752,325,110,4,3.5,4,8.67,1,0.73
5753,303,100,2,3,3.5,8.06,1,0.64
5754,300,102,3,3.5,2.5,8.17,0,0.63
5755,297,98,2,2.5,3,7.67,0,0.59
5756,317,106,2,2,3.5,8.12,0,0.73
5757,327,109,3,3.5,4,8.77,1,0.79
5758,301,104,2,3.5,3.5,7.89,1,0.68
5759,314,105,2,2.5,2,7.64,0,0.7
5760,321,107,2,2,1.5,8.44,0,0.81
5761,322,110,3,4,5,8.64,1,0.85
5762,334,116,4,4,3.5,9.54,1,0.93
5763,338,115,5,4.5,5,9.23,1,0.91
5764,306,103,2,2.5,3,8.36,0,0.69
5765,313,102,3,3.5,4,8.9,1,0.77
5766,330,114,4,4.5,3,9.17,1,0.86
5767,320,104,3,3.5,4.5,8.34,1,0.74
5768,311,98,1,1,2.5,7.46,0,0.57
5769,298,92,1,2,2,7.88,0,0.51
5770,301,98,1,2,3,8.03,1,0.67
5771,310,103,2,2.5,2.5,8.24,0,0.72
5772,324,110,3,3.5,3,9.22,1,0.89
5773,336,119,4,4.5,4,9.62,1,0.95
5774,321,109,3,3,3,8.54,1,0.79
5775,315,105,2,2,2.5,7.65,0,0.39
5776,304,101,2,2,2.5,7.66,0,0.38
5777,297,96,2,2.5,2,7.43,0,0.34
5778,290,100,1,1.5,2,7.56,0,0.47
5779,303,98,1,2,2.5,7.65,0,0.56
5780,311,99,1,2.5,3,8.43,1,0.71
5781,322,104,3,3.5,4,8.84,1,0.78
5782,319,105,3,3,3.5,8.67,1,0.73
5783,324,110,4,4.5,4,9.15,1,0.82
5784,300,100,3,3,3.5,8.26,0,0.62
5785,340,113,4,5,5,9.74,1,0.96
5786,335,117,5,5,5,9.82,1,0.96
5787,302,101,2,2.5,3.5,7.96,0,0.46
5788,307,105,2,2,3.5,8.1,0,0.53
5789,296,97,2,1.5,2,7.8,0,0.49
5790,320,108,3,3.5,4,8.44,1,0.76
5791,314,102,2,2,2.5,8.24,0,0.64
5792,318,106,3,2,3,8.65,0,0.71
5793,326,112,4,4,3.5,9.12,1,0.84
5794,317,104,2,3,3,8.76,0,0.77
5795,329,111,4,4.5,4,9.23,1,0.89
5796,324,110,3,3.5,3.5,9.04,1,0.82
5797,325,107,3,3,3.5,9.11,1,0.84
5798,330,116,4,5,4.5,9.45,1,0.91
5799,312,103,3,3.5,4,8.78,0,0.67
5800,333,117,4,5,4,9.66,1,0.95
5801,337,118,4,4.5,4.5,9.65,1,0.92
5802,324,107,4,4,4.5,8.87,1,0.76
5803,316,104,3,3,3.5,8,1,0.72
5804,322,110,3,3.5,2.5,8.67,1,0.8
5805,314,103,2,2,3,8.21,0,0.65
5806,330,115,5,4.5,3,9.34,1,0.9
5807,321,109,3,3,4,8.2,1,0.75
5808,308,101,2,3,4,7.9,0,0.68
5809,302,102,1,2,1.5,8,0,0.5
5810,323,108,3,3.5,3,8.6,0,0.45
5811,325,106,3,3.5,4,8.4,1,0.52
5812,327,111,4,4,4.5,9,1,0.84
5813,328,112,4,4,4.5,9.1,1,0.78
5814,307,109,3,4,3,8,1,0.62
5815,311,104,3,3.5,2,8.2,1,0.61
5816,314,105,3,3.5,2.5,8.3,0,0.54
5817,317,107,3,4,3,8.7,0,0.66
5818,319,106,3,4,3,8,1,0.65
5819,318,110,3,4,3,8.8,0,0.63
5820,303,102,3,3.5,3,8.5,0,0.62
5821,312,107,3,3,2,7.9,1,0.64
5822,325,114,4,3,2,8.4,0,0.7
5823,328,116,5,5,5,9.5,1,0.94
5824,334,119,5,5,4.5,9.7,1,0.95
5825,336,119,5,4,3.5,9.8,1,0.97
5826,340,120,5,4.5,4.5,9.6,1,0.94
5827,322,109,5,4.5,3.5,8.8,0,0.76
5828,298,98,2,1.5,2.5,7.5,1,0.44
5829,295,93,1,2,2,7.2,0,0.46
5830,310,99,2,1.5,2,7.3,0,0.54
5831,300,97,2,3,3,8.1,1,0.65
5832,327,103,3,4,4,8.3,1,0.74
5833,338,118,4,3,4.5,9.4,1,0.91
5834,340,114,5,4,4,9.6,1,0.9
5835,331,112,5,4,5,9.8,1,0.94
5836,320,110,5,5,5,9.2,1,0.88
5837,299,106,2,4,4,8.4,0,0.64
5838,300,105,1,1,2,7.8,0,0.58
5839,304,105,1,3,1.5,7.5,0,0.52
5840,307,108,2,4,3.5,7.7,0,0.48
5841,308,110,3,3.5,3,8,1,0.46
5842,316,105,2,2.5,2.5,8.2,1,0.49
5843,313,107,2,2.5,2,8.5,1,0.53
5844,332,117,4,4.5,4,9.1,0,0.87
5845,326,113,5,4.5,4,9.4,1,0.91
5846,322,110,5,5,4,9.1,1,0.88
5847,329,114,5,4,5,9.3,1,0.86
5848,339,119,5,4.5,4,9.7,0,0.89
5849,321,110,3,3.5,5,8.85,1,0.82
5850,327,111,4,3,4,8.4,1,0.78
5851,313,98,3,2.5,4.5,8.3,1,0.76
5852,312,100,2,1.5,3.5,7.9,1,0.56
5853,334,116,4,4,3,8,1,0.78
5854,324,112,4,4,2.5,8.1,1,0.72
5855,322,110,3,3,3.5,8,0,0.7
5856,320,103,3,3,3,7.7,0,0.64
5857,316,102,3,2,3,7.4,0,0.64
5858,298,99,2,4,2,7.6,0,0.46
5859,300,99,1,3,2,6.8,1,0.36
5860,311,104,2,2,2,8.3,0,0.42
5861,309,100,2,3,3,8.1,0,0.48
5862,307,101,3,4,3,8.2,0,0.47
5863,304,105,2,3,3,8.2,1,0.54
5864,315,107,2,4,3,8.5,1,0.56
5865,325,111,3,3,3.5,8.7,0,0.52
5866,325,112,4,3.5,3.5,8.92,0,0.55
5867,327,114,3,3,3,9.02,0,0.61
5868,316,107,2,3.5,3.5,8.64,1,0.57
5869,318,109,3,3.5,4,9.22,1,0.68
5870,328,115,4,4.5,4,9.16,1,0.78
5871,332,118,5,5,5,9.64,1,0.94
5872,336,112,5,5,5,9.76,1,0.96
5873,321,111,5,5,5,9.45,1,0.93
5874,314,108,4,4.5,4,9.04,1,0.84
5875,314,106,3,3,5,8.9,0,0.74
5876,329,114,2,2,4,8.56,1,0.72
5877,327,112,3,3,3,8.72,1,0.74
5878,301,99,2,3,2,8.22,0,0.64
5879,296,95,2,3,2,7.54,1,0.44
5880,294,93,1,1.5,2,7.36,0,0.46
5881,312,105,3,2,3,8.02,1,0.5
5882,340,120,4,5,5,9.5,1,0.96
5883,320,110,5,5,4.5,9.22,1,0.92
5884,322,115,5,4,4.5,9.36,1,0.92
5885,340,115,5,4.5,4.5,9.45,1,0.94
5886,319,103,4,4.5,3.5,8.66,0,0.76
5887,315,106,3,4.5,3.5,8.42,0,0.72
5888,317,107,2,3.5,3,8.28,0,0.66
5889,314,108,3,4.5,3.5,8.14,0,0.64
5890,316,109,4,4.5,3.5,8.76,1,0.74
5891,318,106,2,4,4,7.92,1,0.64
5892,299,97,3,5,3.5,7.66,0,0.38
5893,298,98,2,4,3,8.03,0,0.34
5894,301,97,2,3,3,7.88,1,0.44
5895,303,99,3,2,2.5,7.66,0,0.36
5896,304,100,4,1.5,2.5,7.84,0,0.42
5897,306,100,2,3,3,8,0,0.48
5898,331,120,3,4,4,8.96,1,0.86
5899,332,119,4,5,4.5,9.24,1,0.9
5900,323,113,3,4,4,8.88,1,0.79
5901,322,107,3,3.5,3.5,8.46,1,0.71
5902,312,105,2,2.5,3,8.12,0,0.64
5903,314,106,2,4,3.5,8.25,0,0.62
5904,317,104,2,4.5,4,8.47,0,0.57
5905,326,112,3,3.5,3,9.05,1,0.74
5906,316,110,3,4,4.5,8.78,1,0.69
5907,329,111,4,4.5,4.5,9.18,1,0.87
5908,338,117,4,3.5,4.5,9.46,1,0.91
5909,331,116,5,5,5,9.38,1,0.93
5910,304,103,5,5,4,8.64,0,0.68
5911,305,108,5,3,3,8.48,0,0.61
5912,321,109,4,4,4,8.68,1,0.69
5913,301,107,3,3.5,3.5,8.34,1,0.62
5914,320,110,2,4,3.5,8.56,0,0.72
5915,311,105,3,3.5,3,8.45,1,0.59
5916,310,106,4,4.5,4.5,9.04,1,0.66
5917,299,102,3,4,3.5,8.62,0,0.56
5918,290,104,4,2,2.5,7.46,0,0.45
5919,296,99,2,3,3.5,7.28,0,0.47
5920,327,104,5,3,3.5,8.84,1,0.71
5921,335,117,5,5,5,9.56,1,0.94
5922,334,119,5,4.5,4.5,9.48,1,0.94
5923,310,106,4,1.5,2.5,8.36,0,0.57
5924,308,108,3,3.5,3.5,8.22,0,0.61
5925,301,106,4,2.5,3,8.47,0,0.57
5926,300,100,3,2,3,8.66,1,0.64
5927,323,113,3,4,3,9.32,1,0.85
5928,319,112,3,2.5,2,8.71,1,0.78
5929,326,112,3,3.5,3,9.1,1,0.84
5930,333,118,5,5,5,9.35,1,0.92
5931,339,114,5,4,4.5,9.76,1,0.96
5932,303,105,5,5,4.5,8.65,0,0.77
5933,309,105,5,3.5,3.5,8.56,0,0.71
5934,323,112,5,4,4.5,8.78,0,0.79
5935,333,113,5,4,4,9.28,1,0.89
5936,314,109,4,3.5,4,8.77,1,0.82
5937,312,103,3,5,4,8.45,0,0.76
5938,316,100,2,1.5,3,8.16,1,0.71
5939,326,116,2,4.5,3,9.08,1,0.8
5940,318,109,1,3.5,3.5,9.12,0,0.78
5941,329,110,2,4,3,9.15,1,0.84
5942,332,118,2,4.5,3.5,9.36,1,0.9
5943,331,115,5,4,3.5,9.44,1,0.92
5944,340,120,4,4.5,4,9.92,1,0.97
5945,325,112,2,3,3.5,8.96,1,0.8
5946,320,113,2,2,2.5,8.64,1,0.81
5947,315,105,3,2,2.5,8.48,0,0.75
5948,326,114,3,3,3,9.11,1,0.83
5949,339,116,4,4,3.5,9.8,1,0.96
5950,311,106,2,3.5,3,8.26,1,0.79
5951,334,114,4,4,4,9.43,1,0.93
5952,332,116,5,5,5,9.28,1,0.94
5953,321,112,5,5,5,9.06,1,0.86
5954,324,105,3,3,4,8.75,0,0.79
5955,326,108,3,3,3.5,8.89,0,0.8
5956,312,109,3,3,3,8.69,0,0.77
5957,315,105,3,2,2.5,8.34,0,0.7
5958,309,104,2,2,2.5,8.26,0,0.65
5959,306,106,2,2,2.5,8.14,0,0.61
5960,297,100,1,1.5,2,7.9,0,0.52
5961,315,103,1,1.5,2,7.86,0,0.57
5962,298,99,1,1.5,3,7.46,0,0.53
5963,318,109,3,3,3,8.5,0,0.67
5964,317,105,3,3.5,3,8.56,0,0.68
5965,329,111,4,4.5,4,9.01,1,0.81
5966,322,110,5,4.5,4,8.97,0,0.78
5967,302,102,3,3.5,5,8.33,0,0.65
5968,313,102,3,2,3,8.27,0,0.64
5969,293,97,2,2,4,7.8,1,0.64
5970,311,99,2,2.5,3,7.98,0,0.65
5971,312,101,2,2.5,3.5,8.04,1,0.68
5972,334,117,5,4,4.5,9.07,1,0.89
5973,322,110,4,4,5,9.13,1,0.86
5974,323,113,4,4,4.5,9.23,1,0.89
5975,321,111,4,4,4,8.97,1,0.87
5976,320,111,4,4.5,3.5,8.87,1,0.85
5977,329,119,4,4.5,4.5,9.16,1,0.9
5978,319,110,3,3.5,3.5,9.04,0,0.82
5979,309,108,3,2.5,3,8.12,0,0.72
5980,307,102,3,3,3,8.27,0,0.73
5981,300,104,3,3.5,3,8.16,0,0.71
5982,305,107,2,2.5,2.5,8.42,0,0.71
5983,299,100,2,3,3.5,7.88,0,0.68
5984,314,110,3,4,4,8.8,0,0.75
5985,316,106,2,2.5,4,8.32,0,0.72
5986,327,113,4,4.5,4.5,9.11,1,0.89
5987,317,107,3,3.5,3,8.68,1,0.84
5988,335,118,5,4.5,3.5,9.44,1,0.93
5989,331,115,5,4.5,3.5,9.36,1,0.93
5990,324,112,5,5,5,9.08,1,0.88
5991,324,111,5,4.5,4,9.16,1,0.9
5992,323,110,5,4,5,8.98,1,0.87
5993,322,114,5,4.5,4,8.94,1,0.86
5994,336,118,5,4.5,5,9.53,1,0.94
5995,316,109,3,3.5,3,8.76,0,0.77
5996,307,107,2,3,3.5,8.52,1,0.78
5997,306,105,2,3,2.5,8.26,0,0.73
5998,310,106,2,3.5,2.5,8.33,0,0.73
5999,311,104,3,4.5,4.5,8.43,0,0.7
6000,313,107,3,4,4.5,8.69,0,0.72
6001,317,103,3,2.5,3,8.54,1,0.73
6002,315,110,2,3.5,3,8.46,1,0.72
6003,340,120,5,4.5,4.5,9.91,1,0.97
6004,334,120,5,4,5,9.87,1,0.97
6005,298,105,3,3.5,4,8.54,0,0.69
6006,295,99,2,2.5,3,7.65,0,0.57
6007,315,99,2,3.5,3,7.89,0,0.63
6008,310,102,3,3.5,4,8.02,1,0.66
6009,305,106,2,3,3,8.16,0,0.64
6010,301,104,3,3.5,4,8.12,1,0.68
6011,325,108,4,4.5,4,9.06,1,0.79
6012,328,110,4,5,4,9.14,1,0.82
6013,338,120,4,5,5,9.66,1,0.95
6014,333,119,5,5,4.5,9.78,1,0.96
6015,331,117,4,4.5,5,9.42,1,0.94
6016,330,116,5,5,4.5,9.36,1,0.93
6017,322,112,4,4.5,4.5,9.26,1,0.91
6018,321,109,4,4,4,9.13,1,0.85
6019,324,110,4,3,3.5,8.97,1,0.84
6020,312,104,3,3.5,3.5,8.42,0,0.74
6021,313,103,3,4,4,8.75,0,0.76
6022,316,110,3,3.5,4,8.56,0,0.75
6023,324,113,4,4.5,4,8.79,0,0.76
6024,308,109,2,3,4,8.45,0,0.71
6025,305,105,2,3,2,8.23,0,0.67
6026,296,99,2,2.5,2.5,8.03,0,0.61
6027,306,110,2,3.5,4,8.45,0,0.63
6028,312,110,2,3.5,3,8.53,0,0.64
6029,318,112,3,4,3.5,8.67,0,0.71
6030,324,111,4,3,3,9.01,1,0.82
6031,313,104,3,4,4.5,8.65,0,0.73
6032,319,106,3,3.5,2.5,8.33,1,0.74
6033,312,107,2,2.5,3.5,8.27,0,0.69
6034,304,100,2,2.5,3.5,8.07,0,0.64
6035,330,113,5,5,4,9.31,1,0.91
6036,326,111,5,4.5,4,9.23,1,0.88
6037,325,112,4,4,4.5,9.17,1,0.85
6038,329,114,5,4.5,5,9.19,1,0.86
6039,310,104,3,2,3.5,8.37,0,0.7
6040,299,100,1,1.5,2,7.89,0,0.59
6041,296,101,1,2.5,3,7.68,0,0.6
6042,317,103,2,2.5,2,8.15,0,0.65
6043,324,115,3,3.5,3,8.76,1,0.7
6044,325,114,3,3.5,3,9.04,1,0.76
6045,314,107,2,2.5,4,8.56,0,0.63
6046,328,110,4,4,2.5,9.02,1,0.81
6047,316,105,3,3,3.5,8.73,0,0.72
6048,311,104,2,2.5,3.5,8.48,0,0.71
6049,324,110,3,3.5,4,8.87,1,0.8
6050,321,111,3,3.5,4,8.83,1,0.77
6051,320,104,3,3,2.5,8.57,1,0.74
6052,316,99,2,2.5,3,9,0,0.7
6053,318,100,2,2.5,3.5,8.54,1,0.71
6054,335,115,4,4.5,4.5,9.68,1,0.93
6055,321,114,4,4,5,9.12,0,0.85
6056,307,110,4,4,4.5,8.37,0,0.79
6057,309,99,3,4,4,8.56,0,0.76
6058,324,100,3,4,5,8.64,1,0.78
6059,326,102,4,5,5,8.76,1,0.77
6060,331,119,4,5,4.5,9.34,1,0.9
6061,327,108,5,5,3.5,9.13,1,0.87
6062,312,104,3,3.5,4,8.09,0,0.71
6063,308,103,2,2.5,4,8.36,1,0.7
6064,324,111,3,2.5,1.5,8.79,1,0.7
6065,325,110,2,3,2.5,8.76,1,0.75
6066,313,102,3,2.5,2.5,8.68,0,0.71
6067,312,105,2,2,2.5,8.45,0,0.72
6068,314,107,3,3,3.5,8.17,1,0.73
6069,327,113,4,4.5,5,9.14,0,0.83
6070,308,108,4,4.5,5,8.34,0,0.77
6071,306,105,2,2.5,3,8.22,1,0.72
6072,299,96,2,1.5,2,7.86,0,0.54
